,,,,,,,,,,,,,,,
BTC,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,Normalized for XMR,XMR,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,,,
day 1696,"11,358,000.00","3,600.00",25.0000,0.03170%,54.09%,"3,154.29",,,,,,,,7/22/2013,
day 1697,"11,361,600.00","3,600.00",25.0000,0.03169%,54.10%,"3,154.29",,,,,,,,7/23/2013,
day 1698,"11,365,200.00","3,600.00",25.0000,0.03168%,54.12%,"3,154.29",,,,,,,,7/24/2013,
day 1699,"11,368,800.00","3,600.00",25.0000,0.03167%,54.14%,"3,154.29",,,,,,,,7/25/2013,
day 1700,"11,372,400.00","3,600.00",25.0000,0.03166%,54.15%,"3,154.29",,,,,,,,7/26/2013,
day 1701,"11,376,000.00","3,600.00",25.0000,0.03165%,54.17%,"3,154.29",,,,,,,,7/27/2013,
day 1702,"11,379,600.00","3,600.00",25.0000,0.03164%,54.19%,"3,154.29",,,,,,,,7/28/2013,
day 1703,"11,383,200.00","3,600.00",25.0000,0.03163%,54.21%,"3,154.29",,,,,,,,7/29/2013,
day 1704,"11,386,800.00","3,600.00",25.0000,0.03162%,54.22%,"3,154.29",,,,,,,,7/30/2013,
day 1705,"11,390,400.00","3,600.00",25.0000,0.03161%,54.24%,"3,154.29",,,,,,,,7/31/2013,
day 1706,"11,394,000.00","3,600.00",25.0000,0.03160%,54.26%,"3,154.29",,,,,,,,8/1/2013,
day 1707,"11,397,600.00","3,600.00",25.0000,0.03159%,54.27%,"3,154.29",,,,,,,,8/2/2013,
day 1708,"11,401,200.00","3,600.00",25.0000,0.03158%,54.29%,"3,154.29",,,,,,,,8/3/2013,
day 1709,"11,404,800.00","3,600.00",25.0000,0.03157%,54.31%,"3,154.29",,,,,,,,8/4/2013,
day 1710,"11,408,400.00","3,600.00",25.0000,0.03156%,54.33%,"3,154.29",,,,,,,,8/5/2013,
day 1711,"11,412,000.00","3,600.00",25.0000,0.03155%,54.34%,"3,154.29",,,,,,,,8/6/2013,
day 1712,"11,415,600.00","3,600.00",25.0000,0.03154%,54.36%,"3,154.29",,,,,,,,8/7/2013,
day 1713,"11,419,200.00","3,600.00",25.0000,0.03153%,54.38%,"3,154.29",,,,,,,,8/8/2013,
day 1714,"11,422,800.00","3,600.00",25.0000,0.03152%,54.39%,"3,154.29",,,,,,,,8/9/2013,
day 1715,"11,426,400.00","3,600.00",25.0000,0.03151%,54.41%,"3,154.29",,,,,,,,8/10/2013,
day 1716,"11,430,000.00","3,600.00",25.0000,0.03150%,54.43%,"3,154.29",,,,,,,,8/11/2013,
day 1717,"11,433,600.00","3,600.00",25.0000,0.03149%,54.45%,"3,154.29",,,,,,,,8/12/2013,
day 1718,"11,437,200.00","3,600.00",25.0000,0.03148%,54.46%,"3,154.29",,,,,,,,8/13/2013,
day 1719,"11,440,800.00","3,600.00",25.0000,0.03147%,54.48%,"3,154.29",,,,,,,,8/14/2013,
day 1720,"11,444,400.00","3,600.00",25.0000,0.03146%,54.50%,"3,154.29",,,,,,,,8/15/2013,
day 1721,"11,448,000.00","3,600.00",25.0000,0.03145%,54.51%,"3,154.29",,,,,,,,8/16/2013,
day 1722,"11,451,600.00","3,600.00",25.0000,0.03144%,54.53%,"3,154.29",,,,,,,,8/17/2013,
day 1723,"11,455,200.00","3,600.00",25.0000,0.03143%,54.55%,"3,154.29",,,,,,,,8/18/2013,
day 1724,"11,458,800.00","3,600.00",25.0000,0.03142%,54.57%,"3,154.29",,,,,,,,8/19/2013,
day 1725,"11,462,400.00","3,600.00",25.0000,0.03141%,54.58%,"3,154.29",,,,,,,,8/20/2013,
day 1726,"11,466,000.00","3,600.00",25.0000,0.03140%,54.60%,"3,154.29",,,,,,,,8/21/2013,
day 1727,"11,469,600.00","3,600.00",25.0000,0.03139%,54.62%,"3,154.29",,,,,,,,8/22/2013,
day 1728,"11,473,200.00","3,600.00",25.0000,0.03138%,54.63%,"3,154.29",,,,,,,,8/23/2013,
day 1729,"11,476,800.00","3,600.00",25.0000,0.03137%,54.65%,"3,154.29",,,,,,,,8/24/2013,
day 1730,"11,480,400.00","3,600.00",25.0000,0.03136%,54.67%,"3,154.29",,,,,,,,8/25/2013,
day 1731,"11,484,000.00","3,600.00",25.0000,0.03135%,54.69%,"3,154.29",,,,,,,,8/26/2013,
day 1732,"11,487,600.00","3,600.00",25.0000,0.03134%,54.70%,"3,154.29",,,,,,,,8/27/2013,
day 1733,"11,491,200.00","3,600.00",25.0000,0.03133%,54.72%,"3,154.29",,,,,,,,8/28/2013,
day 1734,"11,494,800.00","3,600.00",25.0000,0.03132%,54.74%,"3,154.29",,,,,,,,8/29/2013,
day 1735,"11,498,400.00","3,600.00",25.0000,0.03131%,54.75%,"3,154.29",,,,,,,,8/30/2013,
day 1736,"11,502,000.00","3,600.00",25.0000,0.03130%,54.77%,"3,154.29",,,,,,,,8/31/2013,
day 1737,"11,505,600.00","3,600.00",25.0000,0.03129%,54.79%,"3,154.29",,,,,,,,9/1/2013,
day 1738,"11,509,200.00","3,600.00",25.0000,0.03128%,54.81%,"3,154.29",,,,,,,,9/2/2013,
day 1739,"11,512,800.00","3,600.00",25.0000,0.03127%,54.82%,"3,154.29",,,,,,,,9/3/2013,
day 1740,"11,516,400.00","3,600.00",25.0000,0.03126%,54.84%,"3,154.29",,,,,,,,9/4/2013,
day 1741,"11,520,000.00","3,600.00",25.0000,0.03125%,54.86%,"3,154.29",,,,,,,,9/5/2013,
day 1742,"11,523,600.00","3,600.00",25.0000,0.03124%,54.87%,"3,154.29",,,,,,,,9/6/2013,
day 1743,"11,527,200.00","3,600.00",25.0000,0.03123%,54.89%,"3,154.29",,,,,,,,9/7/2013,
day 1744,"11,530,800.00","3,600.00",25.0000,0.03122%,54.91%,"3,154.29",,,,,,,,9/8/2013,
day 1745,"11,534,400.00","3,600.00",25.0000,0.03121%,54.93%,"3,154.29",,,,,,,,9/9/2013,
day 1746,"11,538,000.00","3,600.00",25.0000,0.03120%,54.94%,"3,154.29",,,,,,,,9/10/2013,
day 1747,"11,541,600.00","3,600.00",25.0000,0.03119%,54.96%,"3,154.29",,,,,,,,9/11/2013,
day 1748,"11,545,200.00","3,600.00",25.0000,0.03118%,54.98%,"3,154.29",,,,,,,,9/12/2013,
day 1749,"11,548,800.00","3,600.00",25.0000,0.03117%,54.99%,"3,154.29",,,,,,,,9/13/2013,
day 1750,"11,552,400.00","3,600.00",25.0000,0.03116%,55.01%,"3,154.29",,,,,,,,9/14/2013,
day 1751,"11,556,000.00","3,600.00",25.0000,0.03115%,55.03%,"3,154.29",,,,,,,,9/15/2013,
day 1752,"11,559,600.00","3,600.00",25.0000,0.03114%,55.05%,"3,154.29",,,,,,,,9/16/2013,
day 1753,"11,563,200.00","3,600.00",25.0000,0.03113%,55.06%,"3,154.29",,,,,,,,9/17/2013,
day 1754,"11,566,800.00","3,600.00",25.0000,0.03112%,55.08%,"3,154.29",,,,,,,,9/18/2013,
day 1755,"11,570,400.00","3,600.00",25.0000,0.03111%,55.10%,"3,154.29",,,,,,,,9/19/2013,
day 1756,"11,574,000.00","3,600.00",25.0000,0.03110%,55.11%,"3,154.29",,,,,,,,9/20/2013,
day 1757,"11,577,600.00","3,600.00",25.0000,0.03109%,55.13%,"3,154.29",,,,,,,,9/21/2013,
day 1758,"11,581,200.00","3,600.00",25.0000,0.03108%,55.15%,"3,154.29",,,,,,,,9/22/2013,
day 1759,"11,584,800.00","3,600.00",25.0000,0.03108%,55.17%,"3,154.29",,,,,,,,9/23/2013,
day 1760,"11,588,400.00","3,600.00",25.0000,0.03107%,55.18%,"3,154.29",,,,,,,,9/24/2013,
day 1761,"11,592,000.00","3,600.00",25.0000,0.03106%,55.20%,"3,154.29",,,,,,,,9/25/2013,
day 1762,"11,595,600.00","3,600.00",25.0000,0.03105%,55.22%,"3,154.29",,,,,,,,9/26/2013,
day 1763,"11,599,200.00","3,600.00",25.0000,0.03104%,55.23%,"3,154.29",,,,,,,,9/27/2013,
day 1764,"11,602,800.00","3,600.00",25.0000,0.03103%,55.25%,"3,154.29",,,,,,,,9/28/2013,
day 1765,"11,606,400.00","3,600.00",25.0000,0.03102%,55.27%,"3,154.29",,,,,,,,9/29/2013,
day 1766,"11,610,000.00","3,600.00",25.0000,0.03101%,55.29%,"3,154.29",,,,,,,,9/30/2013,
day 1767,"11,613,600.00","3,600.00",25.0000,0.03100%,55.30%,"3,154.29",,,,,,,,10/1/2013,
day 1768,"11,617,200.00","3,600.00",25.0000,0.03099%,55.32%,"3,154.29",,,,,,,,10/2/2013,
day 1769,"11,620,800.00","3,600.00",25.0000,0.03098%,55.34%,"3,154.29",,,,,,,,10/3/2013,
day 1770,"11,624,400.00","3,600.00",25.0000,0.03097%,55.35%,"3,154.29",,,,,,,,10/4/2013,
day 1771,"11,628,000.00","3,600.00",25.0000,0.03096%,55.37%,"3,154.29",,,,,,,,10/5/2013,
day 1772,"11,631,600.00","3,600.00",25.0000,0.03095%,55.39%,"3,154.29",,,,,,,,10/6/2013,
day 1773,"11,635,200.00","3,600.00",25.0000,0.03094%,55.41%,"3,154.29",,,,,,,,10/7/2013,
day 1774,"11,638,800.00","3,600.00",25.0000,0.03093%,55.42%,"3,154.29",,,,,,,,10/8/2013,
day 1775,"11,642,400.00","3,600.00",25.0000,0.03092%,55.44%,"3,154.29",,,,,,,,10/9/2013,
day 1776,"11,646,000.00","3,600.00",25.0000,0.03091%,55.46%,"3,154.29",,,,,,,,10/10/2013,
day 1777,"11,649,600.00","3,600.00",25.0000,0.03090%,55.47%,"3,154.29",,,,,,,,10/11/2013,
day 1778,"11,653,200.00","3,600.00",25.0000,0.03089%,55.49%,"3,154.29",,,,,,,,10/12/2013,
day 1779,"11,656,800.00","3,600.00",25.0000,0.03088%,55.51%,"3,154.29",,,,,,,,10/13/2013,
day 1780,"11,660,400.00","3,600.00",25.0000,0.03087%,55.53%,"3,154.29",,,,,,,,10/14/2013,
day 1781,"11,664,000.00","3,600.00",25.0000,0.03086%,55.54%,"3,154.29",,,,,,,,10/15/2013,
day 1782,"11,667,600.00","3,600.00",25.0000,0.03085%,55.56%,"3,154.29",,,,,,,,10/16/2013,
day 1783,"11,671,200.00","3,600.00",25.0000,0.03085%,55.58%,"3,154.29",,,,,,,,10/17/2013,
day 1784,"11,674,800.00","3,600.00",25.0000,0.03084%,55.59%,"3,154.29",,,,,,,,10/18/2013,
day 1785,"11,678,400.00","3,600.00",25.0000,0.03083%,55.61%,"3,154.29",,,,,,,,10/19/2013,
day 1786,"11,682,000.00","3,600.00",25.0000,0.03082%,55.63%,"3,154.29",,,,,,,,10/20/2013,
day 1787,"11,685,600.00","3,600.00",25.0000,0.03081%,55.65%,"3,154.29",,,,,,,,10/21/2013,
day 1788,"11,689,200.00","3,600.00",25.0000,0.03080%,55.66%,"3,154.29",,,,,,,,10/22/2013,
